Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0002076~osteoblast development	3	0.5725190839694656	0.05168705256059206	860, 5744, 4488	366	17	16792	8.096432015429121	1.0	0.7161404876822057	60.2190833885257
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	9	1.717557251908397	0.05207248612584621	2697, 7291, 126206, 2737, 5727, 320, 1906, 6926, 321	366	187	16792	2.208117822389761	1.0	0.7150032841854229	60.49898295761835
GOTERM_BP_DIRECT	GO:0002062~chondrocyte differentiation	4	0.7633587786259541	0.05236017016896855	81029, 860, 2254, 652	366	39	16792	4.705618607257952	1.0	0.7132007212086182	60.70668663866587
GOTERM_BP_DIRECT	GO:0045668~negative regulation of osteoblast differentiation	4	0.7633587786259541	0.05236017016896855	7291, 1021, 8313, 5727	366	39	16792	4.705618607257952	1.0	0.7132007212086182	60.70668663866587
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	5	0.9541984732824428	0.05283770743062964	21, 218, 249, 6678, 3557	366	65	16792	3.529213955443464	1.0	0.7127516587357199	61.049190942136555
GOTERM_BP_DIRECT	GO:0006470~protein dephosphorylation	7	1.3358778625954197	0.05713972499054701	27071, 51207, 10217, 26191, 5797, 8613, 3932	366	126	16792	2.548876745598057	1.0	0.7376125139315206	64.01040272429393
GOTERM_BP_DIRECT	GO:0050870~positive regulation of T cell activation	3	0.5725190839694656	0.05733273602799844	3113, 3115, 3932	366	18	16792	7.646630236794172	1.0	0.7351912064589274	64.13815186557855
GOTERM_BP_DIRECT	GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules	8	1.5267175572519083	0.05739645256440869	8642, 2196, 56135, 56107, 7216, 55714, 5797, 1828	366	158	16792	2.3230269073805077	1.0	0.7319801659627889	64.18023032550568
GOTERM_BP_DIRECT	GO:0007411~axon guidance	8	1.5267175572519083	0.058977454217332505	7042, 8828, 8829, 9252, 374946, 10512, 2737, 8013	366	159	16792	2.3084166752586177	1.0	0.7382616862027036	65.20954514669468
GOTERM_BP_DIRECT	GO:0048839~inner ear development	4	0.7633587786259541	0.05919483838270153	7042, 2070, 1052, 6678	366	41	16792	4.476076236172197	1.0	0.7360642226523121	65.34887389569056
GOTERM_BP_DIRECT	GO:0045638~negative regulation of myeloid cell differentiation	3	0.5725190839694656	0.06318115551995601	1021, 7538, 4212	366	19	16792	7.244176013805005	1.0	0.7560120041037809	67.81246427136229
GOTERM_BP_DIRECT	GO:0045879~negative regulation of smoothened signaling pathway	3	0.5725190839694656	0.06318115551995601	860, 2737, 5727	366	19	16792	7.244176013805005	1.0	0.7560120041037809	67.81246427136229
GOTERM_BP_DIRECT	GO:0090272~negative regulation of fibroblast growth factor production	2	0.38167938931297707	0.06380617873317221	28984, 7481	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0010159~specification of organ position	2	0.38167938931297707	0.06380617873317221	652, 6926	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0060005~vestibular reflex	2	0.38167938931297707	0.06380617873317221	117531, 8013	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:1903375~facioacoustic ganglion development	2	0.38167938931297707	0.06380617873317221	8828, 8829	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0051795~positive regulation of catagen	2	0.38167938931297707	0.06380617873317221	7042, 4488	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:2000105~positive regulation of DNA-dependent DNA replication	2	0.38167938931297707	0.06380617873317221	652, 653	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0050779~RNA destabilization	2	0.38167938931297707	0.06380617873317221	7538, 7133	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0097374~sensory neuron axon guidance	2	0.38167938931297707	0.06380617873317221	8828, 8829	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0060197~cloacal septation	2	0.38167938931297707	0.06380617873317221	652, 7481	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0043585~nose morphogenesis	2	0.38167938931297707	0.06380617873317221	64220, 2737	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0021828~gonadotrophin-releasing hormone neuronal migration to the hypothalamus	2	0.38167938931297707	0.06380617873317221	8828, 8829	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0061005~cell differentiation involved in kidney development	2	0.38167938931297707	0.06380617873317221	2737, 5727	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0046882~negative regulation of follicle-stimulating hormone secretion	2	0.38167938931297707	0.06380617873317221	3625, 3624	366	3	16792	30.586520947176684	1.0	0.756122719403111	68.1834285577338
GOTERM_BP_DIRECT	GO:0042493~response to drug	12	2.2900763358778624	0.06899511362457361	7042, 6928, 21, 6507, 5797, 218, 5468, 10512, 5727, 3932, 768, 3624	366	304	16792	1.8110440034512512	1.0	0.7802330290045746	71.1112985818284
GOTERM_BP_DIRECT	GO:0017015~regulation of transforming growth factor beta receptor signaling pathway	3	0.5725190839694656	0.06922088442733561	27122, 80139, 4092	366	20	16792	6.881967213114755	1.0	0.7781401137371134	71.23273690336592
GOTERM_BP_DIRECT	GO:0007204~positive regulation of cytosolic calcium ion concentration	7	1.3358778625954197	0.07240198074850923	2697, 5732, 100133941, 775, 1230, 552, 1906	366	134	16792	2.396704999592203	1.0	0.7903982226907103	72.89346047703562
GOTERM_BP_DIRECT	GO:0002576~platelet degranulation	6	1.1450381679389312	0.07399628296784397	7042, 7450, 710, 7078, 1950, 6678	366	103	16792	2.6726086264523317	1.0	0.794689471045098	73.69138205094417
GOTERM_BP_DIRECT	GO:0035725~sodium ion transmembrane transport	5	0.9541984732824428	0.07445349832008706	6326, 6337, 83697, 10021, 123041	366	73	16792	3.14245078224418	1.0	0.7937179858949255	73.91609373203214
GOTERM_BP_DIRECT	GO:0045444~fat cell differentiation	5	0.9541984732824428	0.07445349832008706	81029, 1052, 79689, 3625, 8013	366	73	16792	3.14245078224418	1.0	0.7937179858949255	73.91609373203214
GOTERM_BP_DIRECT	GO:0019835~cytolysis	3	0.5725190839694656	0.07544089469447711	5551, 3002, 4069	366	21	16792	6.554254488680718	1.0	0.7951485942377412	74.39522196189053
GOTERM_BP_DIRECT	GO:0000186~activation of MAPKK activity	4	0.7633587786259541	0.07798479953362061	134, 4616, 652, 1950	366	46	16792	3.989546210501307	1.0	0.8033060021912767	75.59171075506778
GOTERM_BP_DIRECT	GO:0050885~neuromuscular process controlling balance	4	0.7633587786259541	0.07798479953362061	53405, 6507, 9543, 8013	366	46	16792	3.989546210501307	1.0	0.8033060021912767	75.59171075506778
GOTERM_BP_DIRECT	GO:0051591~response to cAMP	4	0.7633587786259541	0.07798479953362061	7425, 218, 6678, 7056	366	46	16792	3.989546210501307	1.0	0.8033060021912767	75.59171075506778
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	7	1.3358778625954197	0.07867291440393379	7042, 91461, 5744, 6659, 249, 6926, 653	366	137	16792	2.344222408360257	1.0	0.8033126367937238	75.90618360474708
GOTERM_BP_DIRECT	GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity	6	1.1450381679389312	0.0788919109959482	28984, 10475, 2100, 5468, 8613, 1906	366	105	16792	2.6217017954722874	1.0	0.8013409326494183	76.00546276730391
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	16	3.0534351145038165	0.08064293106157694	84913, 2070, 6689, 1045, 3625, 3624, 387597, 4616, 10913, 2248, 91461, 1490, 221981, 881, 2001, 10814	366	462	16792	1.5889101790741136	1.0	0.8057914623441675	76.78551344145721
GOTERM_BP_DIRECT	GO:0010719~negative regulation of epithelial to mesenchymal transition	3	0.5725190839694656	0.08183054497806588	6910, 4092, 653	366	22	16792	6.256333830104323	1.0	0.8078139837600486	77.30090619885961
GOTERM_BP_DIRECT	GO:1902285~semaphorin-plexin signaling pathway involved in neuron projection guidance	2	0.38167938931297707	0.08415943055060043	8828, 8829	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:0035910~ascending aorta morphogenesis	2	0.38167938931297707	0.08415943055060043	7042, 6659	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:0036486~ventral trunk neural crest cell migration	2	0.38167938931297707	0.08415943055060043	8828, 8829	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:0060364~frontal suture morphogenesis	2	0.38167938931297707	0.08415943055060043	2737, 4488	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:0097491~sympathetic neuron projection guidance	2	0.38167938931297707	0.08415943055060043	8828, 8829	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:0072606~interleukin-8 secretion	2	0.38167938931297707	0.08415943055060043	4843, 1116	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:0032348~negative regulation of aldosterone biosynthetic process	2	0.38167938931297707	0.08415943055060043	27122, 653	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:0045920~negative regulation of exocytosis	2	0.38167938931297707	0.08415943055060043	29091, 11141	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:2000065~negative regulation of cortisol biosynthetic process	2	0.38167938931297707	0.08415943055060043	27122, 653	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:0097490~sympathetic neuron projection extension	2	0.38167938931297707	0.08415943055060043	8828, 8829	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:1900127~positive regulation of hyaluronan biosynthetic process	2	0.38167938931297707	0.08415943055060043	3037, 1950	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:0051048~negative regulation of secretion	2	0.38167938931297707	0.08415943055060043	3084, 1950	366	4	16792	22.939890710382514	1.0	0.8142691053093067	78.28043095663244
GOTERM_BP_DIRECT	GO:0001843~neural tube closure	5	0.9541984732824428	0.08669810404759246	7042, 7291, 652, 5727, 57822	366	77	16792	2.9792065857639627	1.0	0.8212040024078707	79.30275183439122
GOTERM_BP_DIRECT	GO:0003148~outflow tract septum morphogenesis	3	0.5725190839694656	0.08837956911004903	7042, 652, 4488	366	23	16792	5.984319315751961	1.0	0.824716115139254	79.95472261145655
GOTERM_BP_DIRECT	GO:0032967~positive regulation of collagen biosynthetic process	3	0.5725190839694656	0.08837956911004903	28984, 1490, 652	366	23	16792	5.984319315751961	1.0	0.824716115139254	79.95472261145655
GOTERM_BP_DIRECT	GO:0048754~branching morphogenesis of an epithelial tube	3	0.5725190839694656	0.08837956911004903	6928, 652, 1950	366	23	16792	5.984319315751961	1.0	0.824716115139254	79.95472261145655
GOTERM_BP_DIRECT	GO:0031295~T cell costimulation	5	0.9541984732824428	0.08990302359627535	3113, 3115, 1803, 100133941, 3932	366	78	16792	2.9410116295362196	1.0	0.8275540974016717	80.52866905568412
GOTERM_BP_DIRECT	GO:0071560~cellular response to transforming growth factor beta stimulus	4	0.7633587786259541	0.09035531303063236	1284, 4092, 1906, 27063	366	49	16792	3.745288279246125	1.0	0.8265684665847775	80.69606021807776
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	14	2.6717557251908395	0.09254356482068418	134, 28984, 7042, 1021, 3672, 5744, 6659, 8313, 652, 2737, 6910, 653, 3624, 4488	366	396	16792	1.6220124744714908	1.0	0.8316033243310897	81.48694953552256
GOTERM_BP_DIRECT	GO:0050728~negative regulation of inflammatory response	5	0.9541984732824428	0.09316414908080999	91662, 7538, 4907, 5624, 7133	366	79	16792	2.9037836342256345	1.0	0.8311986459721513	81.70562373087257
GOTERM_BP_DIRECT	GO:0009952~anterior/posterior pattern specification	5	0.9541984732824428	0.09648078251285572	6928, 5087, 3232, 2737, 4488	366	80	16792	2.8674863387978142	1.0	0.839656142354817	82.83362416015181
GOTERM_BP_DIRECT	GO:0007399~nervous system development	11	2.099236641221374	0.09725324639216475	134, 9201, 84913, 6695, 56135, 3084, 8507, 320, 10814, 321, 3624	366	287	16792	1.7584585213533634	1.0	0.8397043956585968	83.08676187646628
